"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Dominican Republic","DOM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0172","0.075","0.143","0.234","1.1","3.70469235587688","4.42939069666645","6.8237257325842","7.89839293716387","8.8655534607044","11.4831977789344","14.8449283654589","17.66","20.82","27.72","31.39999962","38","42.32","45.9","49.58000183","54.2157663369785","63.8708647408206","67.5712453277737","74.8220483597284","79.71549988","81.61730194","85.24298638","81.51269675","86.12689972","91.0022446","",
"Algeria","DZA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000361","0.00177","0.00174","0.0103","0.0202","0.2","0.491705679141589","0.646114016703792","1.59164126035832","2.19535973086144","4.63447508776537","5.843900204","7.37598495634886","9.45119062555304","10.18","11.23","12.5","14.89999962","18.20000076","22.5","29.5","38.20000076","42.94549942","47.69110107","49.0384680793271","55.79069901","63.47269821","72.21240234","74.78150177","76.19760132","77.4178009","",
"East Asia & Pacific (excluding high income)","EAP","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","10.1","14.3","19.2","23.7","28.9","32.3","35.7","38.2","40.6","43.5","49.6","53.9","59.1","64","72.2","77.6","81.6","84.2","86.1","88.1",
"Early-demographic dividend","EAR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","16.6","20.8","25.2","29.5","34.2","37.3","40.4","43.2","45.5","48.3","53.9","57.8","62.5","67.1","73.9","78.8","82.4","84.9","86.6","88.4",
"Europe & Central Asia (excluding high income)","ECA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","11.6","16.3","20.6","25","30.1","34.9","39.4","43.2","48.6","51.9","56.2","60.6","65.8","70.3","74.5","79.1","82","84.6","85.8","87.5",
"Europe & Central Asia","ECS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7","38","43.6","48.1","52.7","57","60.2","63.8","66.1","68.9","69.9","72.3","74.5","78.1","80.3","83.4","86.3","87.9","89.6","90.9","92.4",
"Ecuador","ECU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00512","0.0164","0.0348","0.0438","0.0862","0.11","0.125","0.823","1.46218853556457","2.67044367376705","4.26079691519764","4.46022834472698","4.83444263759525","5.994299889","7.199999809","10.80000019","18.8","24.6","29.03","31.3668083587433","35.1351464545516","40.279121941","45.5903906666095","48.9404337892669","54.0629247288864","55.79999924","57.5","59.2","70.7","69.1147995","69.71811356","72.6943146","77.17273115","",
"Egypt, Arab Rep.","EGY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.000976","0.00638","0.0313","0.0615","0.0905","0.148","0.29","0.641265037504813","0.838945611477604","2.71999971465421","4.03788510706701","11.92","12.75","13.66","16.03","18.01","20","21.6","25.6","26.4","29.4","33.8946039115275","37.8193834276939","41.2480670885772","44.9502042452857","46.92433676792","57.2828663990195","71.91420096","72.05599976","72.19806556","74.01190186","74.64839935","",
"Euro area","EMU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0","0.00902","0.00877","0.0255","0.136711941104496","0.157815289303043","0.227090137626716","","","","","0.409999996","0.469999999","0.540000021","0.610000014","0.699999988","0.800000012","0.899999976","0.99000001","1.083699942","1.177099943","2.496099949","5.293000221","11.22379971","14.34939957","","","","","",
"Spain","ESP","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0129","0.0257","0.0768","0.128","0.28","0.381","1.33","2.8","4.36","7.09","13.6249608089899","18.1487226902932","20.39","39.93","44.01","47.88","50.37","55.11","59.6","62.4","65.8","67.0899993926581","69.8099999420024","71.635","76.1867089778712","78.6896318703515","80.5613329432179","84.6022457016524","86.107235525659","90.718665325267","93.20564892","93.89752157","94.4855432","95.44564516","95.7574516","",
"Estonia","EST","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.0655","0.301","1.16","2.78","3.53","5.71","10.8","14.5","28.5769538105646","31.5274897673756","41.52","45.32","53.2","61.45","63.51","66.19","70.58","72.5","74.1","76.5","78.3899259259259","80.0043","84.2415280294352","88.4097035040431","87.2402327514547","88.1024568740199","89.3570077747426","90.2289281997919","89.05828666","90.97970174","91.52016546","93.18342241","92.23796204","",
"Ethiopia","ETH","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","1.75E-05","0.0017","0.00497","0.00966","0.0125","0.0152637672082567","0.0371623810686744","0.0724022618698295","0.105811658802603","0.155334520794722","0.219659818999505","0.310592656856176","0.37","0.449999988","0.540000021","0.75","1.100000024","2.900000095","4.599999905","7.699999809","13.8551755555556","15.3669238595896","15.62440014","15.88619995","15.98460007","16.06959915","16.6981031","17.9836998","20.33749962","21.94129944","",
"European Union","EUU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","3.1","4.3","5.3","6.7","8.2","9.7","11.6","13.5","15.6","17.9","20.4","22.5","25","26.6","29.6","32.3","34.8","36.1","37","38.5",
"Finland","FIN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.401","1.4","1.89","2.57","4.92","13.9","16.8","19.5","25.5","32.3","37.2484617371121","43.1053633522263","62.43","69.22","72.39","74.48","79.66","80.78","83.67","82.49","86.89","88.70999491353","89.879997974222","91.5144","86.5303927529377","86.4221333325445","87.7036499599455","87.4689290730615","88.8899599985585","89.6073851129779","92.17027106","92.80806082","92.98879471","93.51385075","93.72405196","",
"Fiji","FJI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00668","0.00791","0.00912","0.0644","0.223","0.633","0.942","1.4968547339902","1.8579785936093","6.15264970011985","6.72543473821551","7.4129434854202","8.45363663371359","9.6000384001536","10.89780045","13","17","20","28","33.74240112","35.20000076","37.40000153","42.5","49.41999817","53.6473999","58.2364006","63.21789932","68.62560272","70.56800079","72.56549835","74.1160965","74.7052002","",
"France","FRA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0528","0.14","0.279","0.591","0.9","1.64","2.58","4.26","6.32","9.13","14.3079239430677","26.3259035521688","30.18","36.14","39.15","42.87","46.87","66.09","70.68","71.58","77.28","77.8199989926706","81.44","81.9198","83.7510996681821","78.0060377071902","79.2698113207547","80.5024597243607","82.0431867788484","83.3397440866883","84.70639801","86.09548575","85.33331734","86.83635789","88.65381638","",
"Faroe Islands","FRO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","2.32","4.6","11.3","22.3","32.916392363397","43.2469835228993","53.2992218313613","58.9126409695337","66.5335994677312","67.9026317413939","69.359445124439","75.98","75.57","75.18","75.2","80.7321728","85.3351892392109","90","93.3","94.2","95.1086816720257","97.5819589384468","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.278","0.571","1.86","2.8","3.73486213690137","4.66052719883673","5.57009970478472","9.23250210039423","11.0178673081514","11.88140011","12.75030041","13.62110043","14.49","15.35","20","22.79999924","25.97439957","27.79999924","29.64999962","31.50110054","33.35219955","35.30410004","36.61460114","37.97370148","39.38330078","","39.0279007","39.39889908","39.52360153","",
"Gabon","GAB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","0.048","0.17","0.249","1.21614061828589","1.34762022159633","1.93953010616212","2.65958659385985","2.97906980035019","4.89326474972412","5.48920080280135","5.767000198","7.5","9.5","13","18","24","30.53800011","38.07120132","45.78450012","48.0522995","51.60490036","55.42020035","59.51760101","63.91790009","65.76809692","67.67169952","68.19789886","68.72090149","",
"United Kingdom","GBR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0874","0.174","0.261","0.52","1.04","1.9","4.12","7.39","13.7","21.3","26.8217543508578","33.4810948744147","56.48","64.82","65.61","70","68.82","75.09","78.39","83.56","85","85.3799985496322","87.4799984242111","89.8441","91.6133009176453","92.0002998740234","94.7758006318882","90.4245504868553","90.692008988783","92.5166285497138","94.81820132","96.19650269","95.46530151","95.44719696","95.4720993","",
"Georgia","GEO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0118","0.0401","0.0609","0.103","0.416","0.484746298540492","0.992344436138154","1.58787562980332","2.55881648068489","3.88622135350273","6.079500198","7.52687684487832","8.26","10.01000023","20.06999969","26.9","31.52000046","36.93999863","43.3","49.1024547144647","47.5697596438736","58.4592896118725","59.7055045962571","62.7179081974285","68.8467135616978","72.53157487","76.4427093","78.71127536","81.88425624","83.79855689","",
"Ghana","GHA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.000348","0.00565","0.0275","0.0322","0.105","0.153615297625799","0.200008060324831","0.830284033818738","1.19305791098328","1.71679770389504","1.83119746104616","2.72317597313987","3.85","4.27","5.44","7.8","9","10.6","15","19","23","28","37.88420105","43","22.0732","62.51760101","68.6","69.91329956","70.67430115","72.17569733","",
"Gibraltar","GIB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","2.66","4.18","5.94","19.1316381248919","21.171109436031","23.670239745714","28.3257797920554","32.8860826098395","39.0701308849385","45.29864751181","51.61","58","65.07","65","65","65.017","","","","94.4444715818151","","","","","","","","","",
"Guinea","GIN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000138","0.000669","0.00195","0.0038","0.0062","0.0608","0.0954249236063846","0.175541868491054","0.402022748744397","0.450960370842751","0.508819332302937","0.542299986","0.637499988","0.780025279059244","0.92","0.94","1","2","3.099999905","4.5","6.400000095","9.199999809","13.10000038","18.70000076","21.8300230430563","23.89049911","26.14550018","28.61330032","31.31399918","32.31560135","33.30469894","",
"Gambia, The","GMB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00922","0.0355","0.0513","0.206","0.716","0.921794919066406","1.33679116648397","1.79677988296495","2.436781193062","3.30800347812937","3.799000025","5.23769115841218","6.20503741852418","6.880000114","7.630000114","9.2","10.87030029","12.44919968","14","15.56000042","17.59950066","19.90640068","22.5156002","28.30900002","31.11829948","36.01100159","41.67309952","48.22539902","48.72829819","49.49430084","",
"Guinea-Bissau","GNB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.0164","0.0241","0.118","0.230103170591588","0.299569144677667","1.02299323436117","1.35419747762901","1.80814220342991","1.90139997","2.057199955","2.20630002","2.35488871087933","2.30328059172582","2.450000048","2.671999931","2.894000053","3.099999905","3.319999933","6.099999905","13.80000019","14.80000019","15.69999981","17.92149925","20.45730019","23.3519001","27.67379951","28.71240044","29.77739906","",
"Equatorial Guinea","GNQ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.0415","0.0944","0.0974","0.132354665123789","0.16526042288306","0.321197997152044","0.520524272046806","0.843930284607049","1.149799943","1.279199958","1.557100058","1.820000052","2.130000114","6","11.5","13.94320011","16.39999962","18.86000061","21.31999969","23.78000069","26.23999977","29.39999962","49.13370132","55.00130081","58.71730042","63.65950012","63.51950073","63.29930115","",
"Greece","GRC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.0488","0.0483","0.191","0.378","0.75","1.4","1.85","3.22","6.88","9.13883730776798","10.9350258080278","14.67","17.8","21.42","24","32.25","35.88","38.2","42.4","44.4","51.6499951676815","55.0699934418411","59.8663","63.2073404784561","66.8349594911035","69.0879154723892","69.8929706543154","72.2383733920483","75.6712066931757","78.11584474","78.49426371","83.17066333","85.0102229","86.26968886","",
"Grenada","GRD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.298","0.991","1.48","2.47","4.06390799146313","5.12810398216998","14.7588405454867","18.6451821830564","19.5706205843787","20.4878006","21.39599991","22.29","23.18000031","24.04999924","27","30","32","35","51.6","52.5","53.29999924","54.20000076","61.42459869","64.31279755","65.65380096","67.02279663","68.42030334","69.4131012","70.16159821","",
"Greenland","GRL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0647","0.0539","1.8","7.95","14.7","21.6","31.7478112321162","35.4641368915684","44.154789028418","54.5342598293605","56.0990147610533","57.7034045008656","59.361687268664","61.07","62.82","62.83","63","64","64.8960100995989","65.8","66.7","67.600443481006","68.500873675421","69.4824617821988","","","","","","","","",
"Guatemala","GTM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.003","0.0195","0.0955","0.467","0.593","0.712332904508925","1.7382017815873","3.39174627024502","4.54885490848324","5.1","5.699999809","6.5","7.300000191","8.300000191","9.300000191","10.5","12.30000019","16","19.70000076","23.39999962","28.80590057","34.50930023","37.90000153","41.5","44.401049838502","47.51229858","50.84164945","54.40430069","56.72669983","60.22140121","",
"Guam","GUM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.348","0.66","1.36","2.34","4.5","8.5","16.1131270423389","25.3802275337398","31.1922942556271","33.7166817880876","36.1617878387908","38.559877557558","43.8514430048178","46.1504736192355","48.4187021509296","50.6420283820435","54.04","57.7","61.5341593079002","65.4","69.27","73.139999947043","77.009999893206","80.5054655600831","","","","","","","","",
"Guyana","GUY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0659","0.132","0.264","0.4","0.6","1","1.5","2.4","3.7","5.699999809","8.899999619","13.80000019","18.2","23.9","29.9","30","30.5","31","32","34","35.65999985","42.6753006","48.59889984","55.31269836","62.95399857","71.65090179","76.56240082","79.3553009","83.00080109","",
"High income","HIC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.9","55.7","61.3","64","66.4","69","70.4","73.7","75.1","77","78.3","82.5","84.2","86.3","87.5","88.4","90","91","91.9","93","94.2",
"Hong Kong SAR, China","HKG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.121","0.85","1.33","2.78","3.22","4.75","10.5","14.5","21.2","27.8277606812581","38.6714032309569","43.0823830278909","52.2000433497404","56.3998803935333","56.9","60.8","64.8","66.7","69.4","72","72.19999695","72.9","74.2","79.8662704309064","84.9483529634062","87.47941467087","89.4159446487565","90.5073953294283","91.7434003891587","92.41313602","93.08715788","95.61357052","95.97781908","95.75536971","",
"Honduras","HND","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0368","0.0437","0.171","0.301","0.574","1.20385599891878","1.41528193123711","2.5974025974026","4.8","5.6","6.5","7.800000191","9.399999619","9.6","9.800000191","11.09","15.9","18.12","17.8","23","27.1395454833776","29.5282180796457","31.7357924661485","36.0400608231468","39.3883521850111","45.24829865","51.95159912","56.88069916","58.0685997","58.62269974","",
"Heavily indebted poor countries (HIPC)","HPC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.0972","0.268","0.514","0.859","1.73","3.27","4.41","6.64488254374396","11.5585731811648","17.76","22.75","30.91","33.13999939","37.97999954","41.44","44.24","50.58","56.55","57.7899789891444","61.9399731527956","66.7476","68.5678992528467","69.8450359238281","72.6972696701463","67.0961920368478","75.2946259897258","79.0797836757554","78.32090004","81.25396608","82.07155532","83.24117599","83.63240029","",
"Haiti","HTI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00748","","0.024","0.0707","0.231270714628821","0.340832326173809","0.893432988337908","1.64735834557778","5.401261907622","6.376200199","6.796000004","7.199999809","7.599999905","8.100000381","8.369999886","9","9.800000191","10.60000038","11.39999962","14.19999981","22.79999924","27.20000076","32.4736271300557","35.76409912","39.38809967","43.37919998","47.77470016","47.99269867","47.8614006","",
"Hungary","HUN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00338","0.0484","0.193","0.484","0.677","0.969","1.94","3.89","5.86","6.99967635062916","14.5285543028277","16.67","21.63","27.74","38.97","47.06","53.3","61","62","65","68.0199878861296","70.579998153838","72.6439","75.6531974544103","72.8347370323805","79.2594121273057","76.7505471201922","76.0743606365063","80.3716936050482","84.77115202","88.64083466","89.14282688","91.4500713","93.77898628","",
"IBRD only","IBD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","10.5","13.7","17.1","20.7","25","28.5","31.5","34","36.4","39.1","43.2","46.6","50.3","56.3","65.4","70.3","74.4","77.3","79.9","82.7",
"IDA & IBRD total","IBT","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","8.7","11.3","14","16.9","20.3","23.2","25.7","27.8","30.1","32.8","36.4","39.5","42.9","47.8","55.1","59.3","63","65.5","67.7","70.3",
"IDA total","IDA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.8","3.7","4.2","4.9","5.9","6.8","7.9","9.4","11.6","14.2","16.9","19.2","22","24.2","27","29.8","32.8","34.5","36.4","38.9",
"IDA blend","IDB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","5.4","6.1","6.8","7.7","9.1","10.3","11.8","13.9","16.1","19","20.6","22.3","24.1","26.9","28.7","32.4","36.5","38.3","41.2","44.2",
"Indonesia","IDN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00106","0.0261","0.0566","0.195","0.255","0.444","0.925563864466858","2.01861385948459","2.13413573295808","2.38701977959476","2.60028587633414","3.60202476259646","4.76481313366657","5.78627472934199","7.917500019","6.92","10.92","12.28","14.52","14.94","17.1431598350566","22.062742603379","25.447353701827","32.335806250688","39.9046386385762","47.6906489788375","53.72649449","62.10447842","66.48461277","69.20836554","72.78075544","",
"IDA only","IDX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1.5","2.3","2.8","3.4","4.2","5","5.8","6.9","9","11.6","14.9","17.5","20.9","22.8","26","28.4","30.7","32.5","33.9","36.1",
"Isle of Man","IMN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.000111","0.000218","0.00107","0.0262","0.0463","0.0708","0.139","0.273","0.527532449930946","0.660146377009928","1.53787558175083","1.68648997063625","1.97613649190559","2.388099909","2.80549986534254","3.95","4.38","5.12","7.5","10.07","11.10000038","12.30000019","13.5","14.89999962","16.5","18.20000076","20.0813000379384","29.52350044","43.40544313","49.2580986","55.9","60.25230026","64.9434967","70",
"Not classified","INX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.0568","0.17","0.281","0.558","1.11","2.2","4.09","8.1","10.9","17.8504672405807","23.1388121904053","25.85","34.31","36.99","41.61","54.82","61.158324551","65.34","67.38","69.85","74.8899729670944","76.919992540097","78.2477","83.4917223351728","83.4947916666667","83.5","84.1140070623844","87.0001401148942","87.0000552425146","91.99989097","93.50610352","95.03690338","96.8660965","97.18769836","",
"Iran, Islamic Rep.","IRN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000408","0.00418","0.0158","0.0468","0.0998","0.379","0.934190019959829","1.48422133163363","4.62617511492205","6.93372195304053","7.49","8.100000381","8.760000229","9.470000267","12.02","13.80000019","15.9","19","22.73","29.95","39.353614505223","45.3349761533285","53.2267716709857","64.0439736249513","70.2005650008363","72.4509047672065","75.56986637","78.5957366","81.71649933","83.71050262","85.3404007","",
"Iraq","IRQ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","0.1","0.5","0.6","0.9","0.899999976","0.95234424383919","0.93","1","1.06","2.5","5","7.099999905","9.199999809","11.6453267304545","15.21440029","19.87719917","25.96920013","33.92810059","44.3263465511579","53.67779922","65.00219727","78.71560926","81.80889893","81.47450256","",
"Iceland","ISL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.505","1.54","2.67","6.79","11.2","14.8","27.5","36.3","41.3","44.470533824288","49.3929953676426","79.12","83.14","83.88","87","89.51","90.6","91","93","93.39","94.8196868008949","96.2097995545657","96.5468","98.1580233097118","98.19999695","98.23999786","98.2552011867973","99.0109539916991","99.5049411693787","99.5327519","99.68701957","97.58339691","97.94860077","98.209198","",
"Israel","ISR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.111","0.215","0.311","0.399","0.577","0.93","2.17","4.4","10.3","13.4","20.8737899981674","17.3786238639049","17.7645990630493","19.5933936579649","22.7704855254035","25.19400024","27.8810997","48.1280621948445","59.39","63.12","67.5","68.8738779907441","70.8","70.250311945","75.0177531628076","77.3520896572253","79.6531241815281","81.5811835871611","83.7331569615326","86.7878776180583","90.12734091","90.29689758","91.85079615","87.03842615","88.18242225","",
"Italy","ITA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0175","0.0351","0.0701","0.122","0.192","0.524","1.02","2.28","4.56","14.4","23.1108742441037","27.2221169788811","28.04","29.04","33.24","35","37.99","40.79","44.53","48.83","53.68","54.3899983018814","55.829997993283","58.4593","55.6384602242293","58.1417349568747","61.3242527666303","63.0773469984291","74.3871829234822","67.8507102874836","70.48342785","74.8623274","85.06074504","87.0278292","89.2207202","",
"Jamaica","JAM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0368","0.109","0.591","0.798","1.98","2.36","3.11577802729967","3.8630203874764","6.1","7.8","10","12.80000019","16.39999962","21.10000038","23.6","24.3","27.67","37.438613414848","33.79","37.1","40.4027351046672","42.2212211907441","44.3668563671334","55.0720670507751","68.2145170876072","70.8410169743356","76.38400269","82.36071561","85.84329987","89.47304282","90.10870361","",
"Jordan","JOR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0232","0.0449","0.599","1.31","2.53","2.62327542156362","4.70571958094159","6.02553241191204","8.46600501623938","11.6587413706379","12.93290043","13.86709976","20","23","26","27.2","34.9","37","41.4","46.2","54.22000122","56.15000153","64.5","65.2","70.08470154","78.4178009","85.999997","90.4999984","92.53443944","95.62244985","",
"Japan","JPN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0203","0.0404","0.0967","0.401","0.8","1.59","4.37","9.16","13.4","21.4","29.9907403589142","38.5320608612719","46.5942011179917","48.4352658899653","62.3939296327259","66.9210661042901","68.6852703213795","74.3","75.4","78","78.21","79.0541135244739","79.4964","88.219428911","89.1068330166075","91.0580283929962","93.1827212821617","91.7265472366635","88.7463508901772","92.7303978145525","90.21945812","82.91407928","84.92343147","85.00990295","85.54153081","",
"Kazakhstan","KAZ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000521","0.0113","0.0318","0.0646","0.131","0.464","0.668594402621264","1.00612421099739","1.67477099516366","2.00041475265872","2.6503946570164","2.961699963","3.268399954","4.02","11","18.2","31.6","50.6","61.9066274652008","63.30422443","66","70.82993359566","74.5877264735738","76.4267482325439","78.9039190578816","81.8776204746284","85.94259898","90.9239507","92.29685266","92.87846096","93.39167254","",
